Sell,duck3,Rose,3,21,12,2019,Generated Sell Transaction
Buy,Daisy,Rose,3,21,12,2019,Generated Buy Transaction
Sell,duck1,b,12,15,12,2018,Generated Sell Transaction
Buy,Daisy,b,12,15,12,2018,Generated Buy Transaction
Sell,duck3,Rose,8,26,2,2018,Generated Sell Transaction
Buy,Daisy,Rose,8,26,2,2018,Generated Buy Transaction
Sell,duck1,b,8,16,11,2019,Generated Sell Transaction
Buy,Daisy,b,8,16,11,2019,Generated Buy Transaction
Sell,Donadl,b,16,5,5,2018,Generated Sell Transaction
Buy,Daisy,b,16,5,5,2018,Generated Buy Transaction
Sell,Donadl,Tulip,15,13,6,2020,Generated Sell Transaction
Buy,Daisy,Tulip,15,13,6,2020,Generated Buy Transaction
Sell,somedog,b,7,15,11,2018,Generated Sell Transaction
Buy,Daisy,b,7,15,11,2018,Generated Buy Transaction
Sell,Donadl,b,13,18,4,2018,Generated Sell Transaction
Buy,Daisy,b,13,18,4,2018,Generated Buy Transaction
Sell,duck1,b,6,16,12,2018,Generated Sell Transaction
Buy,Daisy,b,6,16,12,2018,Generated Buy Transaction
Sell,Donadl,Rose,0,16,12,2020,Generated Sell Transaction
Buy,Daisy,Rose,0,16,12,2020,Generated Buy Transaction
Sell,duck3,Rose,18,1,1,2019,Generated Sell Transaction
Buy,Daisy,Rose,18,1,1,2019,Generated Buy Transaction
Sell,Donadl,Tulip,10,25,4,2019,Generated Sell Transaction
Buy,Daisy,Tulip,10,25,4,2019,Generated Buy Transaction
Sell,duck3,b,17,25,2,2020,Generated Sell Transaction
Buy,Daisy,b,17,25,2,2020,Generated Buy Transaction
Sell,duck3,Rose,12,1,4,2019,Generated Sell Transaction
Buy,Daisy,Rose,12,1,4,2019,Generated Buy Transaction
Sell,Donadl,Tulip,9,2,3,2020,Generated Sell Transaction
Buy,Daisy,Tulip,9,2,3,2020,Generated Buy Transaction
Sell,duck1,Rose,15,17,10,2018,Generated Sell Transaction
Buy,Daisy,Rose,15,17,10,2018,Generated Buy Transaction
Sell,Donadl,Rose,3,24,9,2018,Generated Sell Transaction
Buy,Daisy,Rose,3,24,9,2018,Generated Buy Transaction
Sell,duck1,b,5,9,12,2018,Generated Sell Transaction
Buy,Daisy,b,5,9,12,2018,Generated Buy Transaction
Sell,duck3,Rose,14,14,9,2018,Generated Sell Transaction
Buy,Daisy,Rose,14,14,9,2018,Generated Buy Transaction
Sell,duck1,Tulip,2,1,5,2018,Generated Sell Transaction
Buy,Daisy,Tulip,2,1,5,2018,Generated Buy Transaction
Sell,duck1,Rose,3,13,1,2018,Generated Sell Transaction
Buy,Daisy,Rose,3,13,1,2018,Generated Buy Transaction
Sell,Donadl,Tulip,0,28,6,2018,Generated Sell Transaction
Buy,Daisy,Tulip,0,28,6,2018,Generated Buy Transaction
Sell,somedog,Rose,15,8,8,2018,Generated Sell Transaction
Buy,Daisy,Rose,15,8,8,2018,Generated Buy Transaction
Sell,somedog,Tulip,6,2,7,2019,Generated Sell Transaction
Buy,Daisy,Tulip,6,2,7,2019,Generated Buy Transaction
Sell,duck1,Tulip,17,22,8,2020,Generated Sell Transaction
Buy,Daisy,Tulip,17,22,8,2020,Generated Buy Transaction
Sell,duck1,Tulip,10,22,7,2020,Generated Sell Transaction
Buy,Daisy,Tulip,10,22,7,2020,Generated Buy Transaction
Sell,Donadl,b,16,17,4,2019,Generated Sell Transaction
Buy,Daisy,b,16,17,4,2019,Generated Buy Transaction
Sell,somedog,b,10,12,7,2018,Generated Sell Transaction
Buy,Daisy,b,10,12,7,2018,Generated Buy Transaction
Sell,somedog,Rose,16,17,7,2020,Generated Sell Transaction
Buy,Daisy,Rose,16,17,7,2020,Generated Buy Transaction
Sell,Donadl,b,8,4,2,2020,Generated Sell Transaction
Buy,Daisy,b,8,4,2,2020,Generated Buy Transaction
Sell,somedog,b,8,19,12,2020,Generated Sell Transaction
Buy,Daisy,b,8,19,12,2020,Generated Buy Transaction
Sell,duck3,Tulip,5,9,11,2018,Generated Sell Transaction
Buy,Daisy,Tulip,5,9,11,2018,Generated Buy Transaction
Sell,duck3,b,9,10,12,2020,Generated Sell Transaction
Buy,Daisy,b,9,10,12,2020,Generated Buy Transaction
Sell,somedog,Rose,5,25,7,2020,Generated Sell Transaction
Buy,Daisy,Rose,5,25,7,2020,Generated Buy Transaction
Sell,somedog,b,0,12,3,2019,Generated Sell Transaction
Buy,Daisy,b,0,12,3,2019,Generated Buy Transaction
Sell,duck1,Tulip,2,8,9,2019,Generated Sell Transaction
Buy,Daisy,Tulip,2,8,9,2019,Generated Buy Transaction
Sell,Donadl,Tulip,1,2,12,2019,Generated Sell Transaction
Buy,Daisy,Tulip,1,2,12,2019,Generated Buy Transaction
Sell,duck1,b,6,24,11,2018,Generated Sell Transaction
Buy,Daisy,b,6,24,11,2018,Generated Buy Transaction
Sell,somedog,b,8,15,7,2018,Generated Sell Transaction
Buy,Daisy,b,8,15,7,2018,Generated Buy Transaction
Sell,duck1,Rose,2,28,6,2018,Generated Sell Transaction
Buy,Daisy,Rose,2,28,6,2018,Generated Buy Transaction
Sell,somedog,Tulip,2,6,7,2018,Generated Sell Transaction
Buy,Daisy,Tulip,2,6,7,2018,Generated Buy Transaction
Sell,duck1,Rose,0,25,5,2018,Generated Sell Transaction
Buy,Daisy,Rose,0,25,5,2018,Generated Buy Transaction
Sell,somedog,Tulip,2,5,3,2019,Generated Sell Transaction
Buy,Daisy,Tulip,2,5,3,2019,Generated Buy Transaction
Sell,Donadl,Rose,15,18,2,2020,Generated Sell Transaction
Buy,Daisy,Rose,15,18,2,2020,Generated Buy Transaction
Sell,somedog,Rose,18,3,12,2020,Generated Sell Transaction
Buy,Daisy,Rose,18,3,12,2020,Generated Buy Transaction
Sell,Donadl,b,0,14,10,2019,Generated Sell Transaction
Buy,Daisy,b,0,14,10,2019,Generated Buy Transaction
Sell,duck1,b,12,19,6,2019,Generated Sell Transaction
Buy,Daisy,b,12,19,6,2019,Generated Buy Transaction
Sell,Donadl,Rose,6,6,2,2020,Generated Sell Transaction
Buy,Daisy,Rose,6,6,2,2020,Generated Buy Transaction
Sell,somedog,Tulip,17,14,4,2020,Generated Sell Transaction
Buy,Daisy,Tulip,17,14,4,2020,Generated Buy Transaction
Sell,Donadl,Rose,6,7,3,2020,Generated Sell Transaction
Buy,Daisy,Rose,6,7,3,2020,Generated Buy Transaction
Sell,duck3,Rose,11,21,3,2018,Generated Sell Transaction
Buy,Daisy,Rose,11,21,3,2018,Generated Buy Transaction
Sell,somedog,b,17,8,1,2018,Generated Sell Transaction
Buy,Daisy,b,17,8,1,2018,Generated Buy Transaction
Sell,Donadl,Tulip,17,3,4,2020,Generated Sell Transaction
Buy,Daisy,Tulip,17,3,4,2020,Generated Buy Transaction
Sell,duck3,b,11,21,1,2018,Generated Sell Transaction
Buy,Daisy,b,11,21,1,2018,Generated Buy Transaction
Sell,somedog,Rose,17,9,6,2019,Generated Sell Transaction
Buy,Daisy,Rose,17,9,6,2019,Generated Buy Transaction
Sell,duck1,Rose,8,22,5,2020,Generated Sell Transaction
Buy,Daisy,Rose,8,22,5,2020,Generated Buy Transaction
Sell,somedog,Tulip,6,18,4,2020,Generated Sell Transaction
Buy,Daisy,Tulip,6,18,4,2020,Generated Buy Transaction
Sell,somedog,b,5,15,1,2019,Generated Sell Transaction
Buy,Daisy,b,5,15,1,2019,Generated Buy Transaction
Sell,duck1,Tulip,2,17,11,2018,Generated Sell Transaction
Buy,Daisy,Tulip,2,17,11,2018,Generated Buy Transaction
Sell,somedog,Rose,2,23,8,2020,Generated Sell Transaction
Buy,Daisy,Rose,2,23,8,2020,Generated Buy Transaction
Sell,duck1,Rose,12,2,6,2019,Generated Sell Transaction
Buy,Daisy,Rose,12,2,6,2019,Generated Buy Transaction
Sell,somedog,Tulip,19,11,2,2019,Generated Sell Transaction
Buy,Daisy,Tulip,19,11,2,2019,Generated Buy Transaction
Sell,duck1,Tulip,9,28,4,2019,Generated Sell Transaction
Buy,Daisy,Tulip,9,28,4,2019,Generated Buy Transaction
Sell,duck3,b,0,18,11,2018,Generated Sell Transaction
Buy,Daisy,b,0,18,11,2018,Generated Buy Transaction
Sell,Donadl,b,3,4,8,2018,Generated Sell Transaction
Buy,Daisy,b,3,4,8,2018,Generated Buy Transaction
Sell,duck3,Rose,3,23,10,2020,Generated Sell Transaction
Buy,Daisy,Rose,3,23,10,2020,Generated Buy Transaction
Sell,duck1,Rose,12,26,1,2020,Generated Sell Transaction
Buy,Daisy,Rose,12,26,1,2020,Generated Buy Transaction
Sell,somedog,Tulip,13,3,2,2019,Generated Sell Transaction
Buy,Daisy,Tulip,13,3,2,2019,Generated Buy Transaction
Sell,duck3,Rose,16,27,6,2018,Generated Sell Transaction
Buy,Daisy,Rose,16,27,6,2018,Generated Buy Transaction
Sell,duck1,b,18,14,11,2018,Generated Sell Transaction
Buy,Daisy,b,18,14,11,2018,Generated Buy Transaction
Sell,Donadl,Tulip,14,13,7,2020,Generated Sell Transaction
Buy,Daisy,Tulip,14,13,7,2020,Generated Buy Transaction
Sell,duck1,Rose,15,11,2,2019,Generated Sell Transaction
Buy,Daisy,Rose,15,11,2,2019,Generated Buy Transaction
Sell,duck3,b,0,8,7,2019,Generated Sell Transaction
Buy,Daisy,b,0,8,7,2019,Generated Buy Transaction
Sell,somedog,b,9,25,12,2020,Generated Sell Transaction
Buy,Daisy,b,9,25,12,2020,Generated Buy Transaction
Sell,duck3,b,13,11,10,2018,Generated Sell Transaction
Buy,Daisy,b,13,11,10,2018,Generated Buy Transaction
Sell,duck1,b,14,15,1,2020,Generated Sell Transaction
Buy,Daisy,b,14,15,1,2020,Generated Buy Transaction
Sell,Donadl,Rose,2,1,4,2018,Generated Sell Transaction
Buy,Daisy,Rose,2,1,4,2018,Generated Buy Transaction
Sell,duck1,b,13,22,4,2020,Generated Sell Transaction
Buy,Daisy,b,13,22,4,2020,Generated Buy Transaction
Sell,somedog,Tulip,14,4,2,2019,Generated Sell Transaction
Buy,Daisy,Tulip,14,4,2,2019,Generated Buy Transaction
Sell,duck1,Rose,14,28,2,2019,Generated Sell Transaction
Buy,Daisy,Rose,14,28,2,2019,Generated Buy Transaction
Sell,duck1,Rose,14,19,12,2019,Generated Sell Transaction
Buy,Daisy,Rose,14,19,12,2019,Generated Buy Transaction
Sell,duck3,b,19,9,6,2018,Generated Sell Transaction
Buy,Daisy,b,19,9,6,2018,Generated Buy Transaction
Sell,duck1,Rose,8,20,5,2019,Generated Sell Transaction
Buy,Daisy,Rose,8,20,5,2019,Generated Buy Transaction
Sell,somedog,Tulip,4,14,7,2020,Generated Sell Transaction
Buy,Daisy,Tulip,4,14,7,2020,Generated Buy Transaction
Sell,Donadl,b,12,23,6,2019,Generated Sell Transaction
Buy,Daisy,b,12,23,6,2019,Generated Buy Transaction
Sell,duck3,Rose,7,3,6,2020,Generated Sell Transaction
Buy,Daisy,Rose,7,3,6,2020,Generated Buy Transaction
Sell,somedog,Tulip,4,7,11,2019,Generated Sell Transaction
Buy,Daisy,Tulip,4,7,11,2019,Generated Buy Transaction
Sell,Donadl,Rose,2,15,8,2020,Generated Sell Transaction
Buy,Daisy,Rose,2,15,8,2020,Generated Buy Transaction
Sell,duck3,b,12,17,6,2018,Generated Sell Transaction
Buy,Daisy,b,12,17,6,2018,Generated Buy Transaction
Sell,duck3,Rose,10,4,6,2020,Generated Sell Transaction
Buy,Daisy,Rose,10,4,6,2020,Generated Buy Transaction
Sell,Donadl,Tulip,10,3,7,2018,Generated Sell Transaction
Buy,Daisy,Tulip,10,3,7,2018,Generated Buy Transaction
Sell,duck1,b,14,23,1,2018,Generated Sell Transaction
Buy,Daisy,b,14,23,1,2018,Generated Buy Transaction
Sell,duck1,Rose,8,24,12,2018,Generated Sell Transaction
Buy,Daisy,Rose,8,24,12,2018,Generated Buy Transaction
Sell,duck3,b,2,18,4,2019,Generated Sell Transaction
Buy,Daisy,b,2,18,4,2019,Generated Buy Transaction
Sell,somedog,Tulip,3,20,9,2019,Generated Sell Transaction
Buy,Daisy,Tulip,3,20,9,2019,Generated Buy Transaction
Sell,duck3,Tulip,15,6,1,2020,Generated Sell Transaction
Buy,Daisy,Tulip,15,6,1,2020,Generated Buy Transaction
Sell,somedog,Tulip,3,17,8,2019,Generated Sell Transaction
Buy,Daisy,Tulip,3,17,8,2019,Generated Buy Transaction
Sell,Donadl,b,19,23,8,2019,Generated Sell Transaction
Buy,Daisy,b,19,23,8,2019,Generated Buy Transaction
Sell,somedog,b,0,4,4,2018,Generated Sell Transaction
Buy,Daisy,b,0,4,4,2018,Generated Buy Transaction
Sell,Donadl,b,10,14,4,2019,Generated Sell Transaction
Buy,Daisy,b,10,14,4,2019,Generated Buy Transaction
Sell,duck1,Rose,6,5,2,2018,Generated Sell Transaction
Buy,Daisy,Rose,6,5,2,2018,Generated Buy Transaction
Sell,somedog,Tulip,5,18,12,2020,Generated Sell Transaction
Buy,Daisy,Tulip,5,18,12,2020,Generated Buy Transaction
Sell,duck1,Tulip,10,23,6,2020,Generated Sell Transaction
Buy,Daisy,Tulip,10,23,6,2020,Generated Buy Transaction
Sell,duck1,Rose,11,24,9,2018,Generated Sell Transaction
Buy,Daisy,Rose,11,24,9,2018,Generated Buy Transaction
Sell,duck3,Tulip,4,3,11,2020,Generated Sell Transaction
Buy,Daisy,Tulip,4,3,11,2020,Generated Buy Transaction
Sell,duck1,Rose,0,14,1,2018,Generated Sell Transaction
Buy,Daisy,Rose,0,14,1,2018,Generated Buy Transaction
Sell,Donadl,Tulip,0,5,11,2019,Generated Sell Transaction
Buy,Daisy,Tulip,0,5,11,2019,Generated Buy Transaction
Sell,duck1,Rose,19,26,6,2020,Generated Sell Transaction
Buy,Daisy,Rose,19,26,6,2020,Generated Buy Transaction
Sell,duck1,Rose,15,28,2,2019,Generated Sell Transaction
Buy,Daisy,Rose,15,28,2,2019,Generated Buy Transaction
Sell,duck1,Tulip,8,19,1,2020,Generated Sell Transaction
Buy,Daisy,Tulip,8,19,1,2020,Generated Buy Transaction
Sell,duck3,b,4,3,4,2020,Generated Sell Transaction
Buy,Daisy,b,4,3,4,2020,Generated Buy Transaction
Sell,Donadl,b,7,6,7,2018,Generated Sell Transaction
Buy,Daisy,b,7,6,7,2018,Generated Buy Transaction
Sell,duck1,b,10,2,6,2020,Generated Sell Transaction
Buy,Daisy,b,10,2,6,2020,Generated Buy Transaction
Sell,duck1,Tulip,4,10,8,2018,Generated Sell Transaction
Buy,Daisy,Tulip,4,10,8,2018,Generated Buy Transaction
Sell,somedog,b,2,26,4,2019,Generated Sell Transaction
Buy,Daisy,b,2,26,4,2019,Generated Buy Transaction
Sell,Donadl,Tulip,8,10,1,2019,Generated Sell Transaction
Buy,Daisy,Tulip,8,10,1,2019,Generated Buy Transaction
Sell,duck3,Tulip,3,14,1,2020,Generated Sell Transaction
Buy,Daisy,Tulip,3,14,1,2020,Generated Buy Transaction
Sell,duck3,Tulip,2,28,8,2020,Generated Sell Transaction
Buy,Daisy,Tulip,2,28,8,2020,Generated Buy Transaction
Sell,Donadl,Rose,9,8,2,2018,Generated Sell Transaction
Buy,Daisy,Rose,9,8,2,2018,Generated Buy Transaction
Sell,duck3,Tulip,10,21,9,2019,Generated Sell Transaction
Buy,Daisy,Tulip,10,21,9,2019,Generated Buy Transaction
Sell,duck1,b,16,22,5,2019,Generated Sell Transaction
Buy,Daisy,b,16,22,5,2019,Generated Buy Transaction
Sell,duck3,b,2,27,8,2020,Generated Sell Transaction
Buy,Daisy,b,2,27,8,2020,Generated Buy Transaction
Sell,duck3,Tulip,10,9,7,2019,Generated Sell Transaction
Buy,Daisy,Tulip,10,9,7,2019,Generated Buy Transaction
Sell,duck3,Rose,1,2,9,2019,Generated Sell Transaction
Buy,Daisy,Rose,1,2,9,2019,Generated Buy Transaction
Sell,Donadl,Tulip,15,11,8,2019,Generated Sell Transaction
Buy,Daisy,Tulip,15,11,8,2019,Generated Buy Transaction
Sell,duck3,b,1,11,6,2020,Generated Sell Transaction
Buy,Daisy,b,1,11,6,2020,Generated Buy Transaction
Sell,duck3,b,19,6,2,2019,Generated Sell Transaction
Buy,Daisy,b,19,6,2,2019,Generated Buy Transaction
Sell,duck3,Rose,4,14,6,2019,Generated Sell Transaction
Buy,Daisy,Rose,4,14,6,2019,Generated Buy Transaction
Sell,Donadl,Rose,10,2,8,2018,Generated Sell Transaction
Buy,Daisy,Rose,10,2,8,2018,Generated Buy Transaction
Sell,duck1,Rose,17,10,8,2018,Generated Sell Transaction
Buy,Daisy,Rose,17,10,8,2018,Generated Buy Transaction
Sell,duck3,Rose,9,14,7,2018,Generated Sell Transaction
Buy,Daisy,Rose,9,14,7,2018,Generated Buy Transaction
Sell,Donadl,Tulip,19,13,11,2020,Generated Sell Transaction
Buy,Daisy,Tulip,19,13,11,2020,Generated Buy Transaction
Sell,Donadl,b,15,4,4,2019,Generated Sell Transaction
Buy,Daisy,b,15,4,4,2019,Generated Buy Transaction
Sell,somedog,b,15,6,3,2018,Generated Sell Transaction
Buy,Daisy,b,15,6,3,2018,Generated Buy Transaction
Sell,Donadl,Tulip,12,14,3,2018,Generated Sell Transaction
Buy,Daisy,Tulip,12,14,3,2018,Generated Buy Transaction
Sell,somedog,Tulip,2,12,12,2019,Generated Sell Transaction
Buy,Daisy,Tulip,2,12,12,2019,Generated Buy Transaction
Sell,duck3,Rose,6,25,10,2018,Generated Sell Transaction
Buy,Daisy,Rose,6,25,10,2018,Generated Buy Transaction
Sell,somedog,b,1,23,6,2019,Generated Sell Transaction
Buy,Daisy,b,1,23,6,2019,Generated Buy Transaction
Sell,somedog,b,0,5,12,2020,Generated Sell Transaction
Buy,Daisy,b,0,5,12,2020,Generated Buy Transaction
Sell,duck1,b,2,3,7,2018,Generated Sell Transaction
Buy,Daisy,b,2,3,7,2018,Generated Buy Transaction
Sell,somedog,Tulip,10,11,1,2018,Generated Sell Transaction
Buy,Daisy,Tulip,10,11,1,2018,Generated Buy Transaction
Sell,somedog,Tulip,1,11,10,2020,Generated Sell Transaction
Buy,Daisy,Tulip,1,11,10,2020,Generated Buy Transaction
Sell,duck1,Rose,13,17,1,2019,Generated Sell Transaction
Buy,Daisy,Rose,13,17,1,2019,Generated Buy Transaction
Sell,somedog,b,7,26,11,2018,Generated Sell Transaction
Buy,Daisy,b,7,26,11,2018,Generated Buy Transaction
Sell,somedog,Rose,19,8,10,2020,Generated Sell Transaction
Buy,Daisy,Rose,19,8,10,2020,Generated Buy Transaction
Sell,somedog,Tulip,6,20,3,2019,Generated Sell Transaction
Buy,Daisy,Tulip,6,20,3,2019,Generated Buy Transaction
Sell,duck3,Rose,18,6,2,2019,Generated Sell Transaction
Buy,Daisy,Rose,18,6,2,2019,Generated Buy Transaction
Sell,duck1,Rose,16,16,7,2020,Generated Sell Transaction
Buy,Daisy,Rose,16,16,7,2020,Generated Buy Transaction
Sell,duck1,Rose,13,24,8,2019,Generated Sell Transaction
Buy,Daisy,Rose,13,24,8,2019,Generated Buy Transaction
Sell,somedog,Tulip,15,25,11,2018,Generated Sell Transaction
Buy,Daisy,Tulip,15,25,11,2018,Generated Buy Transaction
Sell,Donadl,b,8,15,1,2018,Generated Sell Transaction
Buy,Daisy,b,8,15,1,2018,Generated Buy Transaction
Sell,Donadl,Rose,0,9,4,2019,Generated Sell Transaction
Buy,Daisy,Rose,0,9,4,2019,Generated Buy Transaction
Sell,duck1,b,5,7,6,2020,Generated Sell Transaction
Buy,Daisy,b,5,7,6,2020,Generated Buy Transaction
Sell,duck3,b,1,15,5,2020,Generated Sell Transaction
Buy,Daisy,b,1,15,5,2020,Generated Buy Transaction
Sell,somedog,Rose,8,3,7,2019,Generated Sell Transaction
Buy,Daisy,Rose,8,3,7,2019,Generated Buy Transaction
Sell,Donadl,Rose,0,4,4,2020,Generated Sell Transaction
Buy,Daisy,Rose,0,4,4,2020,Generated Buy Transaction
Sell,somedog,b,2,7,2,2020,Generated Sell Transaction
Buy,Daisy,b,2,7,2,2020,Generated Buy Transaction
Sell,somedog,b,11,24,4,2019,Generated Sell Transaction
Buy,Daisy,b,11,24,4,2019,Generated Buy Transaction
Sell,duck3,Rose,17,15,1,2020,Generated Sell Transaction
Buy,Daisy,Rose,17,15,1,2020,Generated Buy Transaction
Sell,somedog,Rose,7,4,2,2019,Generated Sell Transaction
Buy,Daisy,Rose,7,4,2,2019,Generated Buy Transaction
Sell,somedog,Tulip,13,9,7,2020,Generated Sell Transaction
Buy,Daisy,Tulip,13,9,7,2020,Generated Buy Transaction
Sell,duck3,Tulip,15,12,8,2020,Generated Sell Transaction
Buy,Daisy,Tulip,15,12,8,2020,Generated Buy Transaction
Sell,duck1,b,4,28,8,2018,Generated Sell Transaction
Buy,Daisy,b,4,28,8,2018,Generated Buy Transaction
Sell,duck3,b,13,3,8,2018,Generated Sell Transaction
Buy,Daisy,b,13,3,8,2018,Generated Buy Transaction
Sell,somedog,Tulip,8,8,1,2020,Generated Sell Transaction
Buy,Daisy,Tulip,8,8,1,2020,Generated Buy Transaction
Sell,duck1,Rose,15,25,11,2018,Generated Sell Transaction
Buy,Daisy,Rose,15,25,11,2018,Generated Buy Transaction
Sell,duck1,b,17,1,1,2018,Generated Sell Transaction
Buy,Daisy,b,17,1,1,2018,Generated Buy Transaction
Sell,duck1,Rose,14,1,1,2018,Generated Sell Transaction
Buy,Daisy,Rose,14,1,1,2018,Generated Buy Transaction
Sell,duck1,Rose,8,3,7,2018,Generated Sell Transaction
Buy,Daisy,Rose,8,3,7,2018,Generated Buy Transaction
Sell,somedog,b,1,18,7,2018,Generated Sell Transaction
Buy,Daisy,b,1,18,7,2018,Generated Buy Transaction
Sell,duck3,b,6,7,8,2019,Generated Sell Transaction
Buy,Daisy,b,6,7,8,2019,Generated Buy Transaction
Sell,somedog,b,14,28,11,2019,Generated Sell Transaction
Buy,Daisy,b,14,28,11,2019,Generated Buy Transaction
Sell,somedog,Rose,0,17,12,2020,Generated Sell Transaction
Buy,Daisy,Rose,0,17,12,2020,Generated Buy Transaction
Sell,duck1,b,2,20,2,2019,Generated Sell Transaction
Buy,Daisy,b,2,20,2,2019,Generated Buy Transaction
Sell,Donadl,Rose,5,21,4,2018,Generated Sell Transaction
Buy,Daisy,Rose,5,21,4,2018,Generated Buy Transaction
Sell,duck3,Tulip,8,27,6,2018,Generated Sell Transaction
Buy,Daisy,Tulip,8,27,6,2018,Generated Buy Transaction
Sell,Donadl,Tulip,4,13,3,2018,Generated Sell Transaction
Buy,Daisy,Tulip,4,13,3,2018,Generated Buy Transaction
Sell,duck1,Rose,8,13,10,2020,Generated Sell Transaction
Buy,Daisy,Rose,8,13,10,2020,Generated Buy Transaction
Sell,Donadl,Rose,14,8,3,2020,Generated Sell Transaction
Buy,Daisy,Rose,14,8,3,2020,Generated Buy Transaction
Sell,Donadl,Rose,0,28,6,2018,Generated Sell Transaction
Buy,Daisy,Rose,0,28,6,2018,Generated Buy Transaction
Sell,somedog,b,10,10,3,2018,Generated Sell Transaction
Buy,Daisy,b,10,10,3,2018,Generated Buy Transaction
Sell,Donadl,Tulip,8,27,1,2018,Generated Sell Transaction
Buy,Daisy,Tulip,8,27,1,2018,Generated Buy Transaction
Sell,duck3,b,15,10,11,2020,Generated Sell Transaction
Buy,Daisy,b,15,10,11,2020,Generated Buy Transaction
Sell,Donadl,Rose,0,9,9,2020,Generated Sell Transaction
Buy,Daisy,Rose,0,9,9,2020,Generated Buy Transaction
Sell,duck3,b,8,13,9,2020,Generated Sell Transaction
Buy,Daisy,b,8,13,9,2020,Generated Buy Transaction
Sell,duck1,Tulip,12,23,12,2018,Generated Sell Transaction
Buy,Daisy,Tulip,12,23,12,2018,Generated Buy Transaction
Sell,Donadl,b,1,14,2,2020,Generated Sell Transaction
Buy,Daisy,b,1,14,2,2020,Generated Buy Transaction
Sell,somedog,Tulip,9,22,2,2019,Generated Sell Transaction
Buy,Daisy,Tulip,9,22,2,2019,Generated Buy Transaction
Sell,somedog,Rose,13,15,2,2018,Generated Sell Transaction
Buy,Daisy,Rose,13,15,2,2018,Generated Buy Transaction
Sell,Donadl,Rose,0,28,6,2020,Generated Sell Transaction
Buy,Daisy,Rose,0,28,6,2020,Generated Buy Transaction
Sell,duck3,b,1,19,5,2019,Generated Sell Transaction
Buy,Daisy,b,1,19,5,2019,Generated Buy Transaction
Sell,somedog,Tulip,4,15,9,2018,Generated Sell Transaction
Buy,Daisy,Tulip,4,15,9,2018,Generated Buy Transaction
Sell,duck1,Rose,7,1,1,2019,Generated Sell Transaction
Buy,Daisy,Rose,7,1,1,2019,Generated Buy Transaction
Sell,duck1,Tulip,1,24,3,2018,Generated Sell Transaction
Buy,Daisy,Tulip,1,24,3,2018,Generated Buy Transaction
Sell,duck3,Rose,7,17,7,2020,Generated Sell Transaction
Buy,Daisy,Rose,7,17,7,2020,Generated Buy Transaction
Sell,duck1,Tulip,14,28,6,2018,Generated Sell Transaction
Buy,Daisy,Tulip,14,28,6,2018,Generated Buy Transaction
Sell,duck3,Tulip,17,6,7,2020,Generated Sell Transaction
Buy,Daisy,Tulip,17,6,7,2020,Generated Buy Transaction
Sell,somedog,Tulip,1,11,1,2018,Generated Sell Transaction
Buy,Daisy,Tulip,1,11,1,2018,Generated Buy Transaction
Sell,duck1,Tulip,1,17,3,2019,Generated Sell Transaction
Buy,Daisy,Tulip,1,17,3,2019,Generated Buy Transaction
Sell,somedog,Tulip,11,17,10,2019,Generated Sell Transaction
Buy,Daisy,Tulip,11,17,10,2019,Generated Buy Transaction
